Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79
tariff	-0.051	0.068	0.05	0.072	-0.022	-0.028	-0.019	-0.025	-0.076	0.119	-0.006	-0.016	-0.02	0	-0.041	-0.023	0.028	0.053	0.114	-0.012	-0.019	-0.055	-0.024	-0.035	0.017	-0.017	-0.01	-0.074	-0.012	0.005	-0.01	-0.062	-0.014	-0.033	-0.016	-0.026	-0.028	-0.044	-0.021	-0.021	-0.027	-0.008	-0.009	-0.021	-0.028	-0.063	0.009	0.001	-0.012	0.075	-0.015	-0.014	-0.017	0.037	-0.065	-0.03	-0.01	-0.041	-0.1	-0.03	-0.059	-0.03	-0.047	-0.053	-0.006	-0.021	-0.014	-0.022	-0.006	-0.022	-0.015	-0.018	-0.027	0.039	-0.016	-0.007	-0.008	0.01	-0.052	0.285
preference	-0.014	0.06	0.065	0.022	-0.006	-0.009	-0.01	0.01	-0.015	0.068	0.012	-0.003	-0.012	0.009	-0.013	-0.005	0.02	-0.006	0.004	0.045	-0.007	-0.011	-0.016	-0.012	-0.002	-0.009	-0.007	0.001	-0.006	-0.003	-0.004	-0.019	-0.002	-0.011	-0.009	-0.01	-0.009	-0.015	0.001	-0.003	-0.006	-0.029	-0.006	0.023	-0.008	-0.03	0.006	-0.008	0	0.277	-0.007	-0.004	-0.005	0.05	-0.021	-0.01	-0.003	-0.013	-0.026	-0.009	-0.024	-0.011	-0.006	-0.016	-0.002	-0.004	-0.016	0.001	-0.002	-0.009	-0.008	-0.003	0.008	-0.004	-0.001	-0.006	-0.003	-0.003	-0.018	0.017
preferential	-0.011	0.008	0.044	0.057	-0.003	-0.006	0.003	-0.007	-0.029	0.035	0.021	0.001	-0.008	-0.004	-0.009	-0.002	0.017	0.011	0.002	0.006	-0.005	-0.011	-0.008	-0.008	-0.001	-0.008	-0.005	-0.002	-0.004	-0.008	-0.003	-0.01	0.007	-0.008	-0.006	-0.007	-0.006	-0.01	-0.005	-0.006	-0.005	-0.02	-0.004	-0.009	-0.007	-0.019	0.009	0.005	0.003	-0.006	-0.009	-0.004	-0.004	0.022	-0.014	-0.008	-0.002	-0.01	-0.028	-0.01	-0.016	0.045	-0.003	-0.012	-0.001	0	-0.005	-0.008	-0.001	-0.006	-0.001	0	0.005	0	-0.001	-0.004	-0.002	0.036	-0.012	0.032
textile	-0.02	0.003	-0.01	0.14	0.002	-0.012	-0.007	-0.011	-0.026	-0.005	0.013	-0.004	-0.004	-0.004	-0.018	-0.005	-0.002	-0.006	0.033	-0.008	-0.01	-0.019	-0.027	-0.009	-0.002	-0.009	-0.009	-0.016	-0.002	0.474	-0.005	-0.016	-0.003	-0.013	-0.01	-0.008	-0.004	-0.019	0.031	-0.006	-0.013	-0.035	0.002	0.02	0.006	-0.035	-0.007	-0.008	-0.005	-0.009	-0.016	-0.007	0.023	0.039	-0.023	-0.004	-0.004	-0.018	0.007	-0.004	-0.009	-0.012	-0.011	-0.024	-0.003	0.019	-0.03	-0.007	-0.003	-0.012	0	-0.005	-0.012	-0.002	0.011	-0.005	-0.003	0.04	-0.022	0.046
free	0.004	0.018	0.036	0.044	0.003	0.003	0.004	0.157	-0.04	-0.025	0.004	0.004	-0.007	0.003	-0.011	0.002	-0.01	0.038	0.116	-0.007	0.003	0.015	-0.025	0.086	-0.002	-0.007	-0.008	0.014	-0.007	-0.009	0.019	0.016	0.015	-0.003	0.008	-0.003	-0.003	-0.01	-0.008	0.02	0.015	-0.031	-0.006	0.002	-0.009	-0.023	-0.006	0.011	0.021	-0.01	0.014	0.03	0.048	0.014	-0.017	0.035	0.076	0	-0.006	0.01	0.004	-0.025	-0.007	-0.021	-0.002	0.044	-0.031	0.037	-0.002	0.024	-0.006	-0.003	0.17	-0.004	0.022	0.054	0.043	0.026	-0.021	-0.026
latvia	0.004	0.057	0.004	0.035	-0.004	-0.003	0.011	0.012	-0.022	-0.001	-0.004	-0.004	-0.008	-0.004	0.005	0.005	-0.014	0.174	0.002	-0.004	-0.003	0.014	-0.015	-0.001	-0.001	-0.007	-0.004	0.001	-0.004	-0.007	0.045	-0.009	0.003	-0.007	-0.006	-0.006	-0.006	-0.005	-0.005	0.014	-0.006	-0.016	-0.004	-0.008	-0.006	0.021	0.014	0.013	-0.003	-0.006	-0.006	-0.004	-0.004	0.031	0.003	0.011	-0.002	-0.005	-0.009	-0.01	-0.003	-0.015	-0.001	0.007	-0.001	-0.005	-0.014	0.008	-0.001	-0.002	-0.005	0.013	-0.001	-0.004	-0.003	-0.003	-0.002	0.004	-0.011	0.005
liberalisation	-0.007	0.086	-0.004	0.109	-0.004	-0.004	-0.004	-0.005	-0.017	0.01	-0.003	-0.003	0.013	-0.003	-0.007	-0.002	-0.005	0.031	0.011	-0.003	-0.003	-0.008	-0.011	0.011	-0.001	-0.006	-0.003	0	-0.003	0.002	-0.002	-0.011	-0.003	-0.005	0.007	-0.004	-0.004	-0.007	-0.003	-0.004	-0.001	-0.013	-0.003	0.005	-0.004	-0.009	0.02	-0.005	-0.002	0.031	-0.007	-0.003	-0.003	0.025	-0.008	-0.002	-0.002	0.006	-0.014	-0.007	0.001	-0.004	-0.008	-0.004	-0.001	-0.004	-0.012	-0.005	-0.001	-0.004	-0.004	-0.003	-0.005	-0.004	-0.008	-0.003	-0.001	0	-0.008	-0.003
lithuania	-0.001	0.038	0.003	0.026	-0.004	-0.006	-0.001	0.027	-0.013	-0.007	0.003	0	-0.008	0	0	-0.003	-0.016	0.077	0.007	-0.004	-0.005	-0.002	-0.016	-0.006	-0.001	-0.007	-0.005	-0.003	-0.004	-0.008	-0.003	-0.013	0	-0.003	-0.006	-0.007	-0.006	-0.006	-0.005	0.026	0.041	-0.019	-0.004	-0.008	0.043	0.042	-0.004	0.091	-0.003	-0.006	-0.01	-0.004	-0.003	0.024	0.013	0.005	-0.002	-0.007	-0.014	-0.008	-0.001	-0.009	-0.009	0.008	-0.001	-0.005	-0.018	-0.005	-0.001	-0.006	-0.005	-0.004	-0.002	-0.006	-0.008	-0.004	-0.002	0.004	-0.012	-0.002
accountant	0.139	-0.002	-0.002	-0.005	-0.002	0.402	-0.003	-0.003	-0.013	-0.012	-0.002	-0.002	-0.004	-0.002	-0.005	0.002	-0.015	0.016	0.002	-0.002	-0.002	-0.002	-0.007	0.005	0	-0.004	-0.002	0.025	-0.002	-0.003	-0.001	-0.007	-0.002	-0.003	-0.003	-0.003	-0.003	-0.005	0.002	-0.001	-0.003	-0.009	-0.002	-0.001	-0.003	-0.01	-0.002	-0.005	-0.001	-0.002	-0.004	0.001	0.023	-0.006	-0.006	-0.004	-0.001	-0.004	-0.013	0.006	-0.007	-0.007	-0.003	-0.006	-0.001	-0.002	-0.012	-0.003	-0.001	-0.003	-0.002	-0.002	-0.003	-0.002	0.002	0.016	-0.001	-0.004	-0.004	-0.015
self	0.086	-0.004	0.03	-0.009	0.004	0.132	0.007	0.019	-0.026	-0.021	0.051	0.032	0.036	-0.001	-0.006	0.003	-0.01	0.003	0.053	0.032	-0.004	0.024	-0.011	0.007	-0.001	-0.006	0.002	0.048	0.011	0.011	-0.002	0.008	0.002	0.01	-0.006	-0.006	0.041	-0.008	-0.003	0.055	0.004	-0.017	-0.004	0.019	0.008	-0.015	-0.003	-0.008	0.007	-0.003	-0.002	0.028	0.011	0.006	-0.003	0.02	-0.002	0.001	-0.019	0.008	-0.015	-0.015	-0.003	-0.012	-0.001	-0.004	-0.02	-0.007	-0.001	0	-0.005	0	0.151	-0.001	0.019	0.038	-0.002	-0.007	-0.011	-0.024
employed	0.107	-0.003	0.043	-0.007	-0.004	0.176	0.013	0.028	-0.019	-0.018	0.071	0.001	0.001	-0.003	-0.007	0.006	-0.007	0.008	0.005	0.046	-0.002	0.04	-0.009	-0.004	-0.001	-0.004	-0.003	0.045	0.007	-0.005	-0.002	-0.01	-0.003	0.013	-0.004	-0.004	0.057	-0.006	-0.001	0.012	0.003	-0.012	-0.003	-0.006	0.014	-0.009	-0.002	-0.006	0.011	-0.004	-0.007	0.01	-0.003	-0.002	0.003	0.007	-0.002	0	-0.016	-0.004	-0.011	-0.011	0.002	-0.009	-0.001	-0.004	-0.018	-0.005	-0.001	0.004	-0.004	0.003	0.082	0.002	0.007	0.032	-0.001	-0.006	-0.008	-0.018
person	0.038	-0.007	0.059	0.006	0.004	0.072	0.015	0.177	-0.049	-0.045	0.025	0.008	0.082	0.014	-0.016	-0.004	-0.045	-0.012	0.19	0.012	0.153	0.01	-0.022	0.041	-0.002	-0.009	-0.008	0.073	-0.001	-0.005	0.002	-0.012	-0.008	-0.002	-0.006	-0.011	0.067	-0.011	0.149	0.015	-0.005	-0.033	-0.007	0.001	-0.002	-0.033	-0.006	-0.016	0.022	-0.007	-0.003	-0.002	0.008	0.002	-0.009	0.029	0.036	0.103	-0.045	0.014	-0.027	-0.027	-0.012	-0.021	-0.002	0.049	-0.042	0.022	-0.002	0.011	0.229	0.001	0.051	-0.003	0.015	0.063	0.039	0.007	-0.02	-0.054
building	0.013	-0.004	-0.006	-0.014	0.023	0.013	0	-0.003	-0.024	-0.029	0.013	-0.001	-0.005	0	-0.004	-0.005	-0.023	-0.001	-0.018	0.002	-0.006	-0.012	-0.017	-0.004	-0.001	0.31	-0.005	0.041	0.006	0.005	0.001	-0.004	0.008	0.05	-0.005	0.003	-0.004	-0.011	-0.006	0.023	0.025	-0.018	-0.004	0.004	0.104	-0.022	-0.004	-0.001	-0.003	-0.007	0.008	-0.004	-0.005	-0.015	0.032	-0.004	-0.002	-0.011	0.063	-0.01	-0.016	-0.012	0.002	-0.012	-0.001	-0.006	-0.029	-0.003	-0.001	0.002	-0.006	-0.005	0.002	0.003	0.007	-0.005	-0.002	-0.01	-0.013	-0.03
slab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eastern	-0.007	0.184	0.003	0.006	-0.006	-0.003	-0.006	-0.008	-0.011	-0.001	-0.005	-0.005	-0.01	0.007	0.023	0	0	0.183	-0.011	0	-0.006	0.011	-0.016	-0.009	-0.001	-0.007	0.067	-0.013	-0.005	-0.009	-0.001	-0.018	-0.006	-0.009	-0.007	-0.007	-0.005	-0.01	-0.006	-0.006	0.037	-0.022	-0.004	0.054	-0.006	0	0.009	0.08	-0.003	-0.007	0.013	-0.004	-0.005	0.122	0.013	-0.007	-0.003	0.017	-0.031	-0.012	-0.009	-0.007	-0.009	-0.012	-0.002	-0.006	0.005	-0.004	-0.002	-0.007	-0.002	-0.005	-0.008	-0.005	-0.007	0.016	-0.002	0.05	-0.011	0.046
europe	-0.011	0.155	0	0.004	-0.007	-0.005	-0.007	-0.009	-0.02	-0.011	-0.005	-0.006	-0.012	0.004	0.016	-0.002	-0.017	0.159	-0.017	-0.002	-0.007	0.01	0.085	-0.011	-0.001	-0.009	0.052	-0.019	-0.005	-0.01	0.033	-0.021	-0.007	0	-0.008	-0.007	-0.006	-0.012	-0.007	-0.008	0.028	0.021	-0.002	0.042	-0.008	-0.008	0.006	0.079	-0.004	-0.008	0.007	-0.005	-0.006	0.102	0.006	-0.009	-0.003	0.012	-0.037	-0.011	-0.014	-0.012	-0.013	-0.015	-0.002	-0.007	0.036	-0.003	-0.002	-0.008	-0.002	0.001	-0.01	-0.004	-0.011	0.014	-0.002	0.04	-0.014	0.027
administrative	0.017	-0.007	0.002	0.02	-0.008	0.024	0.006	0.012	-0.047	-0.045	0.004	0.001	-0.002	0.013	-0.013	0.008	-0.065	-0.008	0.067	-0.004	0.06	0.014	-0.027	0.035	-0.002	-0.007	-0.009	0.008	0.012	-0.01	-0.005	-0.008	-0.008	-0.006	0.011	-0.012	-0.003	-0.004	0.002	0.058	0.003	-0.034	0.004	-0.01	0.001	-0.03	-0.007	-0.01	0.017	-0.001	-0.004	-0.002	0.014	-0.005	0.013	0.056	0.023	-0.004	0.139	-0.003	-0.024	-0.027	0.198	-0.016	-0.002	0.023	-0.047	0.004	-0.002	0.053	0.001	-0.001	0.035	0.006	-0.013	0.041	0.006	0.002	-0.021	-0.045
transparency	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
financing	0.125	0.001	0.016	-0.017	-0.01	-0.007	-0.007	-0.005	-0.068	-0.068	-0.009	-0.004	-0.018	-0.004	0.446	0	-0.059	-0.012	-0.027	0.046	-0.013	0.046	-0.038	0.018	-0.003	-0.015	0.022	0.001	-0.008	-0.02	-0.006	0.077	-0.004	-0.014	-0.013	-0.013	0.036	-0.019	-0.012	-0.013	-0.004	-0.049	0.006	-0.014	-0.011	0.008	-0.009	-0.009	0.034	-0.009	-0.012	-0.007	0.03	0.018	0.393	-0.01	0.022	0.017	-0.054	-0.002	-0.012	-0.041	0.005	-0.022	-0.003	-0.007	-0.067	0.044	-0.003	-0.003	-0.007	0.005	-0.016	-0.006	-0.004	0.009	0.005	-0.015	-0.032	-0.013
communication	0.019	-0.003	-0.002	0.012	-0.004	0.051	0.017	-0.002	-0.022	-0.018	-0.003	-0.003	-0.007	-0.003	-0.003	-0.004	-0.018	-0.009	0.027	-0.003	-0.003	0.058	-0.012	-0.002	-0.001	-0.001	-0.004	0.032	0.001	-0.006	0.015	-0.008	-0.004	0.04	-0.005	-0.005	0.066	0.025	-0.004	-0.004	0.043	-0.011	0.024	-0.006	-0.004	-0.015	-0.003	0.005	-0.002	-0.005	0.003	0.001	0.028	0.001	0.015	0.013	-0.002	0.018	-0.008	-0.008	-0.011	-0.012	0.014	-0.008	0.038	-0.004	-0.017	0.01	-0.001	0.242	-0.004	0.009	0.004	0.034	-0.006	0.046	-0.001	-0.001	-0.009	-0.022
non	-0.012	0.03	0.001	0	-0.002	-0.001	0.015	-0.003	-0.011	-0.006	-0.004	0.013	0.002	0.015	-0.012	0.003	0.007	0.009	0.045	0.077	-0.005	0.035	-0.019	0.006	-0.001	0.01	0.002	0.004	-0.005	-0.008	-0.002	-0.015	-0.006	-0.007	0.005	0.02	0.013	-0.01	0.001	-0.004	0.051	-0.023	0.014	0.011	0.005	-0.024	-0.005	0.017	0	-0.005	0	0	0.137	0.021	0.039	-0.01	0.015	0.025	-0.023	-0.012	-0.013	-0.009	-0.016	-0.014	-0.002	-0.007	-0.004	-0.002	0.051	0.004	0.003	-0.005	-0.009	0.002	0.019	-0.001	0.014	0.029	-0.015	0.027
proliferation	-0.001	-0.002	-0.003	-0.006	0.007	0.005	0.037	0.002	-0.016	-0.014	-0.002	0.003	0.004	0.034	-0.003	-0.003	-0.019	-0.007	0.034	0.107	-0.003	0.078	-0.008	0.02	-0.001	-0.002	0.004	0.007	-0.002	-0.002	-0.001	-0.009	-0.003	-0.004	-0.003	-0.001	0.041	0	0.014	0.006	-0.004	-0.009	-0.002	0.018	0.001	-0.011	-0.002	0.004	0.007	0.003	-0.004	-0.002	0.321	-0.005	0.013	-0.004	-0.001	0.076	-0.015	-0.006	-0.009	-0.009	-0.007	-0.006	-0.001	-0.003	-0.014	0.014	-0.001	0.013	-0.003	-0.002	-0.004	0.011	0.004	-0.002	-0.001	-0.005	-0.006	-0.017
weapon	-0.003	-0.002	-0.002	-0.002	-0.003	0.007	0.013	0.004	-0.014	-0.012	-0.002	0.039	0.005	-0.002	0.004	-0.002	-0.016	-0.006	-0.006	0.148	-0.002	0.111	-0.007	-0.002	-0.001	-0.004	0.03	0.006	-0.002	-0.004	-0.001	-0.007	-0.002	-0.004	-0.003	-0.003	0.014	0.002	-0.002	-0.003	-0.003	-0.008	-0.002	0.004	-0.003	-0.009	-0.002	-0.002	0.008	0.005	-0.003	-0.002	0.383	-0.006	0.023	-0.004	-0.001	0.073	-0.013	-0.005	-0.008	-0.008	-0.006	-0.005	-0.001	-0.002	-0.012	0.028	-0.001	0.015	-0.002	-0.002	-0.003	0.014	-0.006	-0.002	-0.001	-0.004	-0.006	-0.015
territory	-0.011	-0.003	-0.007	0.023	-0.003	-0.008	0.008	-0.009	-0.036	-0.011	-0.005	-0.006	0.01	-0.003	-0.007	-0.002	0.024	-0.016	0.059	-0.005	-0.006	-0.016	-0.02	0.039	-0.002	-0.007	-0.007	0.02	-0.006	-0.008	-0.004	0.019	0.02	-0.011	-0.009	-0.009	-0.005	0.019	-0.001	0.003	-0.001	-0.026	-0.005	-0.011	-0.007	-0.021	-0.005	-0.014	-0.004	0.006	-0.012	-0.005	0.001	-0.007	-0.014	0.02	0.012	0.06	-0.027	-0.001	-0.016	0.004	-0.014	-0.015	-0.002	-0.006	-0.015	-0.006	-0.002	-0.007	0.008	0.019	-0.01	-0.003	0.015	-0.006	0.005	0.211	-0.014	0.042
former	-0.013	-0.005	-0.006	0.087	-0.001	-0.005	-0.008	-0.009	-0.035	-0.024	-0.005	-0.006	0.016	0.011	-0.012	-0.001	-0.011	0.008	0.038	-0.005	-0.003	0.004	-0.019	0.034	-0.001	-0.009	-0.006	0.026	-0.005	0	-0.003	0.015	0.034	-0.006	0.003	-0.009	-0.008	0.02	0	-0.005	0.001	-0.025	-0.005	-0.005	-0.007	-0.012	0.009	-0.006	-0.004	-0.008	-0.001	-0.005	0.001	0.007	-0.001	0.011	-0.003	0.149	-0.034	-0.005	-0.019	-0.019	-0.015	-0.016	-0.002	-0.006	-0.023	-0.009	-0.002	-0.008	0.013	0.018	-0.004	-0.007	0.011	-0.005	-0.002	0.603	-0.013	-0.031
yugoslavia	-0.008	-0.004	-0.005	-0.004	0.001	0.001	-0.005	0.002	-0.025	-0.022	-0.004	-0.002	0.023	0	-0.009	0	-0.006	-0.011	0.057	-0.003	-0.003	-0.009	-0.013	0.052	-0.001	-0.008	0.011	0.051	-0.004	-0.005	-0.003	0.031	0.02	-0.007	-0.006	-0.006	-0.006	0.033	0.003	-0.002	0.005	-0.018	-0.004	-0.006	-0.005	-0.014	-0.003	-0.01	-0.003	-0.006	-0.008	-0.004	0.005	0.001	-0.004	0.03	-0.002	0.13	-0.025	-0.002	-0.014	-0.015	-0.012	-0.012	-0.001	-0.003	-0.015	-0.007	-0.001	-0.005	0.123	0.027	-0.007	-0.005	0.001	-0.004	-0.002	0.341	-0.008	-0.028
diplomatic	-0.006	0.031	0.047	-0.002	-0.002	-0.006	-0.006	0.073	-0.028	-0.026	-0.004	-0.004	-0.008	-0.002	-0.005	0.008	-0.039	-0.012	-0.005	0.025	-0.005	0.277	-0.015	0.003	-0.001	-0.008	0.096	0.02	-0.004	-0.002	-0.001	-0.015	-0.005	-0.008	-0.006	-0.006	-0.001	-0.009	0.005	-0.006	-0.007	-0.019	-0.004	0.056	-0.006	-0.021	-0.004	-0.01	-0.003	0.004	-0.007	-0.002	-0.004	-0.01	0.02	-0.001	-0.002	0.333	-0.028	-0.001	-0.016	-0.015	-0.012	-0.012	-0.001	-0.005	-0.027	0.085	-0.001	-0.006	0.006	-0.004	-0.007	0.005	-0.012	-0.004	-0.002	0.04	-0.011	-0.031
profession	0.018	0.071	0.042	0.005	-0.003	0.001	-0.003	0.045	-0.012	-0.012	-0.002	0.002	-0.004	-0.002	-0.001	0.011	-0.013	-0.006	0.004	0.009	-0.002	0.04	-0.007	0.002	-0.001	-0.004	0.008	0.01	0.009	-0.004	0.003	-0.004	0.001	0.01	-0.003	-0.003	0.053	-0.004	-0.002	0.002	0	-0.009	-0.002	0.043	-0.003	-0.01	-0.002	-0.005	-0.001	-0.001	0.047	0.022	-0.002	0.001	0.021	0.031	-0.001	0.025	-0.009	0.017	-0.005	-0.008	0.003	-0.006	-0.001	-0.002	-0.012	0.005	-0.001	0.012	0.002	-0.002	0.032	-0.003	-0.004	0.099	-0.001	-0.001	-0.006	-0.011
romania	0.003	0.043	-0.006	0.063	-0.007	0	0.035	0.029	-0.031	-0.016	-0.005	-0.006	0.001	-0.005	-0.002	0.033	-0.029	0.289	0.001	-0.001	-0.006	0.001	-0.019	0	-0.001	-0.01	-0.006	0.022	-0.005	-0.008	-0.003	-0.008	-0.003	-0.008	0.012	-0.008	-0.007	-0.009	-0.006	0.037	-0.008	-0.021	-0.002	0.005	0.017	0.027	0.004	0.059	-0.004	-0.007	-0.002	-0.005	-0.005	0.1	0.033	-0.002	-0.003	-0.01	-0.015	0	-0.012	-0.011	0	-0.011	-0.002	-0.002	-0.027	-0.002	-0.002	-0.008	-0.006	-0.005	0.03	-0.007	-0.01	-0.004	-0.002	0.002	-0.014	-0.005
crop	-0.003	-0.005	0.004	-0.018	-0.005	-0.008	-0.001	-0.009	-0.018	-0.034	-0.005	-0.006	-0.01	0.001	-0.005	-0.006	0.007	-0.015	-0.014	-0.005	-0.002	-0.007	-0.019	-0.008	-0.001	-0.009	-0.006	-0.017	-0.005	-0.009	-0.003	0.007	0.001	-0.01	-0.008	-0.009	-0.003	-0.013	0.035	-0.007	-0.006	-0.026	0.016	-0.011	-0.008	0.002	0.003	0.031	-0.004	-0.008	0.019	-0.005	0.003	0.02	0.034	0.002	-0.003	-0.013	0.095	-0.005	0.135	-0.019	-0.002	-0.012	-0.002	-0.007	-0.027	-0.001	-0.002	-0.007	-0.007	-0.006	-0.009	-0.007	0.031	-0.006	-0.002	-0.011	-0.016	0.013
vineyard	0.013	-0.003	0.023	-0.01	-0.002	-0.004	-0.004	-0.004	-0.019	-0.017	-0.003	-0.003	-0.006	-0.002	0.006	-0.003	-0.001	-0.003	-0.002	-0.003	-0.003	-0.009	-0.007	-0.005	-0.001	-0.004	-0.003	-0.007	-0.003	-0.005	-0.002	0.019	0.028	-0.005	-0.004	-0.004	-0.004	-0.007	-0.003	-0.004	-0.004	-0.013	-0.003	-0.005	-0.004	-0.004	-0.002	0.001	-0.002	-0.004	0.054	-0.003	-0.003	-0.007	0.046	-0.001	-0.001	-0.006	0.028	-0.007	0.037	-0.01	0	-0.008	-0.001	-0.003	-0.016	-0.005	-0.001	-0.004	-0.003	-0.003	-0.005	-0.004	-0.002	-0.003	-0.001	-0.006	-0.008	0.033
united	-0.022	-0.011	-0.005	0.004	-0.006	-0.001	-0.013	-0.001	0.076	-0.046	0.021	0.012	0.006	-0.008	0.063	-0.009	0.004	-0.027	-0.007	-0.011	-0.013	-0.017	-0.011	-0.013	-0.003	-0.013	-0.011	-0.012	-0.006	-0.011	-0.007	-0.029	-0.011	-0.016	0.009	-0.002	-0.006	0.008	-0.009	0.013	-0.013	-0.019	-0.003	0	-0.012	0.084	-0.01	-0.014	-0.008	-0.016	-0.004	-0.01	-0.01	-0.029	-0.011	-0.004	-0.006	-0.022	-0.025	0.354	-0.023	-0.028	-0.018	0.002	-0.004	-0.006	-0.02	-0.02	-0.004	-0.008	-0.014	-0.012	-0.012	-0.005	-0.01	-0.001	-0.005	-0.024	-0.034	-0.008
mutual	-0.007	-0.003	0.005	0.092	-0.004	0.004	-0.003	0.026	-0.019	-0.018	-0.003	-0.003	-0.006	-0.003	-0.004	-0.003	-0.012	0.003	0.045	-0.003	-0.002	0.027	-0.009	0	-0.001	-0.002	-0.003	0.003	0.015	-0.005	-0.002	0	-0.003	0.028	-0.004	-0.004	0.004	-0.007	-0.003	0.008	0	-0.013	-0.003	-0.006	-0.004	-0.01	-0.002	0.014	-0.002	0.016	0.004	-0.003	-0.003	-0.002	-0.009	0.173	-0.002	-0.004	-0.008	0.007	0	-0.011	0.025	-0.009	-0.001	-0.004	-0.014	-0.005	-0.001	-0.003	-0.004	-0.003	-0.005	0.003	0.01	0	-0.001	0.001	-0.008	-0.022
recognition	-0.009	-0.003	0.002	0.069	-0.005	0.003	-0.005	0.051	-0.025	-0.023	-0.003	-0.004	-0.005	-0.003	-0.007	-0.004	-0.022	0	0.065	-0.004	-0.004	0.069	-0.013	-0.005	-0.001	-0.004	-0.004	-0.003	0.01	-0.007	-0.002	0.004	0.004	0.089	-0.005	-0.006	0.001	0.023	-0.004	0.001	-0.001	-0.017	-0.003	0.004	-0.006	-0.015	-0.003	0.008	-0.003	0.014	0.021	-0.003	-0.004	0.002	-0.012	0.134	-0.002	-0.006	-0.004	0.011	-0.005	-0.014	0.072	-0.011	-0.001	-0.005	-0.02	-0.007	-0.001	-0.005	0.002	-0.004	-0.005	0.016	0.007	0.184	-0.002	-0.003	-0.01	-0.028
principle	0.015	-0.003	0.098	0.074	-0.003	0.002	-0.004	0.037	-0.024	-0.021	-0.003	-0.004	-0.007	-0.003	-0.004	-0.004	-0.015	0.003	0.058	0.018	-0.003	0.041	-0.011	-0.002	-0.001	-0.004	-0.004	0.003	0.015	-0.006	-0.002	-0.003	-0.004	0.021	-0.005	0.005	0.085	-0.008	-0.003	0.002	-0.001	-0.015	-0.003	-0.007	-0.003	-0.013	0.007	0.016	-0.002	0.011	0.001	-0.003	-0.004	-0.003	-0.001	0.187	0.026	-0.003	-0.009	0.005	-0.004	-0.011	0.015	-0.01	-0.001	-0.004	-0.017	0.011	-0.001	0	-0.004	-0.001	-0.006	0.001	0.011	-0.001	0.009	-0.002	-0.01	-0.026
vat	-0.004	-0.005	0.008	-0.014	-0.001	0.004	-0.004	-0.007	-0.027	-0.031	-0.005	-0.006	0.003	-0.005	-0.013	-0.004	-0.03	0.008	0.054	-0.005	-0.004	-0.016	-0.019	-0.006	-0.001	0.011	-0.006	0.018	0.003	-0.01	-0.003	0.043	0.107	0.003	-0.003	0.014	-0.008	-0.005	-0.006	0.732	-0.004	-0.003	-0.003	0.037	-0.004	-0.026	0.005	0.003	-0.004	-0.007	-0.012	-0.005	-0.004	0.006	-0.006	0.004	-0.003	-0.012	0.025	0.028	-0.02	-0.02	0.089	-0.016	-0.002	-0.007	-0.03	0.003	-0.002	0.014	-0.006	-0.005	0.019	0.012	0.005	-0.005	-0.002	-0.011	-0.013	-0.023
hire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purchase	-0.013	-0.007	-0.008	-0.024	0.004	-0.007	-0.011	-0.011	0.15	-0.044	-0.007	-0.008	-0.012	-0.006	-0.013	-0.008	0.032	-0.019	-0.037	-0.003	-0.008	-0.013	0.116	-0.011	-0.002	-0.011	0.011	-0.038	-0.007	-0.013	-0.003	0.071	-0.007	-0.013	-0.01	-0.011	-0.01	-0.016	-0.008	-0.001	-0.011	0.193	-0.004	-0.01	-0.008	-0.011	-0.006	-0.017	-0.005	-0.01	-0.002	-0.006	-0.007	-0.02	-0.021	-0.013	-0.004	-0.016	-0.044	-0.011	-0.014	-0.026	-0.008	-0.021	-0.002	-0.009	-0.044	-0.012	-0.002	-0.01	-0.009	-0.007	-0.009	-0.009	-0.019	-0.007	-0.003	-0.015	-0.02	-0.025
