Eurovoc_term	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119
guide	0.012	0.015	0.012	-0.003	-0.004	0.006	-0.004	-0.006	-0.007	-0.005	-0.005	-0.003	-0.009	-0.002	-0.003	-0.001	0.011	-0.002	-0.002	0.006	-0.005	-0.001	-0.006	-0.005	-0.012	-0.006	-0.004	-0.002	0.003	0.025	-0.001	-0.003	0.006	-0.002	0.009	0	-0.002	-0.003	-0.003	-0.004	-0.002	-0.002	-0.001	-0.004	-0.005	-0.016	0.007	-0.003	-0.002	-0.005	-0.001	-0.001	0	-0.007	-0.011	-0.003	-0.002	-0.005	-0.001	-0.009	-0.003	-0.001	0.029	-0.002	-0.001	-0.002	-0.009	-0.002	-0.003	-0.005	-0.004	-0.001	-0.003	-0.003	-0.004	0.045	0.023	-0.002	-0.002	-0.005	-0.006	-0.012	-0.005	-0.006	-0.009	0.002	-0.004	-0.001	-0.004	-0.004	-0.002	0.009	-0.003	-0.009	0.105	-0.003	-0.003	-0.002	0	-0.004	-0.005	-0.007	-0.008	-0.003	-0.002	-0.004	-0.002	-0.006	-0.003	-0.002	-0.003	-0.005	0.014	-0.001	-0.001	0	-0.001	-0.003	-0.002	-0.002
sporting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
processed	0.035	-0.005	-0.009	-0.009	-0.013	-0.001	-0.011	0.008	-0.009	-0.012	-0.011	-0.009	0.197	-0.007	-0.011	-0.004	-0.009	-0.001	-0.005	-0.018	-0.004	-0.003	0.033	-0.015	0.036	0.056	-0.013	-0.005	-0.013	-0.024	-0.014	-0.011	-0.003	-0.005	0.01	-0.001	-0.012	-0.009	-0.008	-0.01	0	-0.007	-0.004	-0.007	-0.016	-0.024	0	-0.006	-0.005	-0.014	-0.004	-0.004	-0.001	-0.021	-0.017	-0.007	-0.006	0	-0.003	-0.013	-0.009	-0.002	-0.013	-0.007	-0.004	-0.006	0.006	0.014	-0.01	-0.009	-0.012	0.018	-0.01	-0.009	-0.012	0.006	-0.017	-0.005	-0.006	0.04	-0.022	-0.004	0.038	-0.005	-0.021	-0.007	-0.013	-0.004	-0.009	-0.006	-0.005	0.001	-0.01	-0.001	-0.012	0.028	-0.009	-0.001	-0.01	0.006	0.079	-0.021	-0.021	-0.008	-0.008	-0.013	-0.005	-0.014	-0.011	-0.006	-0.01	0.001	-0.007	-0.003	-0.003	-0.001	-0.003	-0.006	-0.005	-0.005
bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
support	-0.004	-0.007	-0.007	-0.005	-0.012	-0.016	-0.004	-0.009	0.009	-0.012	-0.01	-0.006	-0.018	-0.005	-0.009	-0.003	-0.007	-0.007	0	-0.013	-0.005	-0.002	-0.017	-0.005	-0.028	0.01	0.005	-0.005	-0.011	-0.03	-0.018	-0.009	0.007	-0.004	-0.002	-0.001	-0.011	0.015	-0.007	0.005	-0.001	-0.006	-0.004	-0.01	0.006	0.029	-0.011	0.002	-0.006	-0.012	-0.004	-0.003	-0.001	-0.014	-0.03	-0.008	-0.005	-0.013	-0.003	-0.01	-0.007	-0.002	-0.009	-0.003	0.002	-0.003	-0.02	-0.006	-0.007	-0.013	-0.007	-0.002	-0.009	0.023	0.021	-0.006	-0.014	-0.004	-0.005	-0.002	0.033	-0.023	-0.008	0.023	-0.022	-0.005	-0.008	-0.003	-0.01	0.003	-0.004	-0.001	-0.004	-0.014	-0.007	0.011	0	0.005	-0.007	-0.012	0.268	-0.018	-0.017	-0.007	0.002	-0.009	-0.004	-0.015	-0.009	-0.005	-0.006	-0.013	0.006	-0.003	-0.003	-0.001	-0.003	-0.008	-0.004	-0.004
citizen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
judicial	-0.028	-0.004	-0.003	-0.004	-0.007	-0.012	0.032	0.017	-0.004	-0.007	-0.005	0.044	-0.014	-0.004	-0.005	-0.002	0.023	-0.004	-0.003	0.004	-0.006	-0.001	-0.007	0.036	-0.018	-0.031	0	-0.003	0.11	-0.011	0.025	-0.005	0.021	0.009	-0.005	-0.001	0.058	-0.005	0	-0.006	-0.004	-0.001	0.074	-0.006	0	-0.023	0.008	0.003	-0.001	0.051	-0.002	-0.002	-0.001	-0.007	-0.017	0.201	-0.003	-0.008	-0.001	-0.002	-0.004	-0.001	-0.004	-0.003	-0.002	-0.003	-0.014	0.063	-0.005	0.005	-0.006	0.015	0.001	-0.004	-0.005	-0.007	-0.009	0.04	-0.003	0.054	-0.002	-0.018	-0.007	-0.008	-0.014	0.062	-0.002	-0.002	-0.006	0.007	-0.002	-0.008	0.019	0.007	0.053	-0.005	-0.005	0.008	0.001	-0.007	-0.015	-0.01	0.009	0.008	-0.002	-0.006	-0.002	-0.006	0.166	-0.003	0.004	-0.007	0.026	-0.001	-0.002	-0.001	-0.001	-0.005	0.311	-0.003
ci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
distillation	-0.01	0.001	-0.006	-0.005	-0.008	0.185	-0.006	-0.01	-0.01	-0.008	-0.003	-0.005	-0.015	-0.004	-0.006	-0.002	-0.005	0.003	0.392	-0.01	-0.009	-0.002	-0.011	-0.008	0.003	0.022	-0.006	-0.003	-0.007	-0.018	-0.009	-0.006	0.022	-0.003	0.02	-0.001	-0.007	-0.006	-0.005	0.008	-0.004	-0.004	-0.002	-0.007	-0.001	0.003	0.029	-0.005	-0.004	-0.007	-0.002	-0.002	-0.001	-0.012	-0.018	-0.005	-0.003	-0.008	-0.002	-0.014	-0.005	-0.001	-0.007	-0.004	-0.002	-0.004	0.009	-0.004	-0.005	-0.009	-0.006	0.018	-0.006	-0.005	-0.007	0.015	-0.01	-0.003	-0.003	-0.008	-0.007	-0.021	0.032	0.017	-0.016	-0.004	-0.008	-0.002	-0.006	-0.007	-0.003	0.007	-0.006	-0.005	-0.007	0.188	-0.006	-0.003	-0.006	-0.008	0.034	-0.012	-0.008	-0.005	0.067	-0.007	-0.003	-0.01	-0.006	-0.003	-0.006	-0.008	-0.007	-0.002	-0.002	-0.001	-0.002	-0.005	-0.003	-0.003
deep	-0.014	0.012	-0.004	-0.003	-0.005	-0.009	-0.004	-0.007	-0.009	-0.006	0	-0.003	-0.01	-0.003	-0.004	-0.002	-0.003	-0.003	-0.002	-0.007	-0.006	-0.001	-0.008	-0.006	-0.014	-0.012	-0.005	-0.002	-0.005	-0.015	0.111	-0.004	-0.002	-0.002	-0.004	0	-0.005	-0.004	-0.003	0.028	-0.003	-0.002	-0.002	0.008	-0.006	-0.022	-0.006	-0.003	-0.003	-0.005	-0.002	-0.001	0	0	-0.013	-0.004	-0.002	-0.006	0.027	-0.007	-0.003	-0.001	-0.004	-0.003	-0.001	-0.002	0.018	-0.003	-0.004	-0.006	-0.005	-0.002	-0.004	-0.003	0.01	-0.006	0.066	-0.002	-0.002	-0.007	-0.008	-0.012	-0.005	-0.005	-0.011	-0.003	-0.005	-0.001	-0.004	-0.005	-0.002	-0.006	-0.004	0.012	-0.005	-0.004	-0.001	-0.002	-0.004	-0.005	-0.002	-0.008	0.001	0.003	-0.003	-0.005	-0.002	-0.007	-0.004	-0.002	-0.004	-0.006	-0.005	-0.001	0.015	0	-0.001	-0.001	-0.002	-0.002
côte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ivoire	-0.023	0.001	-0.004	-0.004	-0.006	-0.007	0.115	-0.007	0.179	-0.006	-0.006	0.01	-0.011	-0.003	-0.004	0.149	0.014	-0.003	-0.002	-0.004	-0.007	-0.001	-0.008	-0.006	-0.013	-0.004	-0.002	-0.002	0.006	-0.007	0.019	-0.004	-0.002	-0.002	-0.007	0	-0.004	-0.004	0.02	-0.005	-0.003	0.014	-0.002	-0.004	-0.007	-0.019	-0.007	-0.003	-0.003	0.097	-0.002	-0.002	0	-0.009	-0.015	-0.004	-0.002	-0.006	-0.001	-0.007	-0.004	-0.001	-0.005	-0.003	-0.002	-0.003	-0.009	-0.003	-0.004	-0.006	-0.005	-0.002	-0.004	-0.004	-0.003	-0.01	0.009	-0.002	-0.002	-0.007	-0.002	-0.015	-0.006	-0.006	-0.012	-0.003	0.009	-0.002	0.006	-0.005	-0.002	-0.007	-0.004	-0.009	0.006	-0.004	-0.004	-0.002	-0.004	-0.006	-0.012	-0.009	0.006	-0.004	-0.003	-0.006	-0.002	-0.002	-0.004	-0.002	-0.004	-0.006	-0.001	-0.001	-0.001	0	-0.001	-0.004	-0.002	-0.002
equatorial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
greenland	-0.018	-0.003	-0.003	-0.003	-0.004	0.007	-0.004	-0.006	-0.006	-0.005	-0.005	-0.003	-0.006	0.02	-0.003	-0.001	-0.003	-0.003	-0.002	-0.006	-0.006	-0.001	-0.007	-0.003	-0.012	-0.007	-0.004	-0.002	-0.004	-0.008	0.035	-0.004	-0.002	-0.002	-0.005	0	-0.004	-0.004	-0.003	-0.004	-0.003	-0.002	-0.001	0.021	-0.005	-0.002	-0.005	-0.003	-0.002	-0.005	-0.001	-0.001	0	0.01	-0.003	-0.003	-0.002	-0.005	-0.001	0.018	-0.002	-0.001	-0.004	-0.002	-0.001	-0.002	-0.003	-0.002	-0.003	-0.006	-0.004	-0.001	-0.003	-0.003	-0.004	-0.008	0.066	-0.002	-0.002	-0.001	-0.008	0.017	-0.005	-0.001	-0.009	0.005	-0.005	-0.001	-0.004	-0.004	-0.002	-0.003	-0.003	-0.007	0.006	-0.003	-0.003	-0.002	-0.003	-0.005	-0.01	-0.006	0.006	-0.003	-0.003	-0.004	0.01	-0.006	-0.004	-0.002	-0.003	-0.005	-0.004	-0.001	-0.001	0	-0.001	-0.003	0.004	-0.002
yield	-0.007	-0.003	-0.004	-0.003	-0.005	-0.004	-0.004	-0.006	-0.005	0.008	0.023	-0.003	0.006	-0.003	-0.004	-0.001	-0.003	0.228	-0.002	-0.007	-0.006	-0.001	-0.007	0.014	-0.012	0.033	-0.005	-0.002	-0.004	-0.01	-0.008	-0.004	-0.002	-0.002	0.005	0	-0.004	-0.004	-0.003	0.005	-0.003	-0.002	-0.001	-0.004	0.005	0.001	-0.003	-0.003	-0.002	-0.005	-0.001	-0.001	0	-0.007	-0.012	-0.003	-0.002	-0.005	-0.001	-0.009	-0.003	-0.001	0	-0.002	-0.001	-0.002	-0.01	-0.002	-0.003	0.014	-0.004	-0.001	0.127	-0.003	-0.004	-0.002	0	-0.002	-0.002	0.089	0.003	-0.013	0.001	0.032	-0.01	-0.003	-0.005	-0.001	-0.004	-0.004	-0.002	0.001	0.023	-0.009	-0.004	-0.003	-0.003	0.011	-0.004	-0.005	0.016	-0.007	-0.007	-0.003	-0.003	0.104	-0.002	-0.006	-0.004	-0.002	-0.003	-0.005	-0.004	-0.001	-0.001	0	-0.001	0.002	-0.002	-0.002
remote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
language	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guidance	-0.004	-0.005	-0.007	-0.005	-0.008	-0.006	-0.007	0	0.019	-0.003	0.004	0.01	-0.015	-0.001	-0.007	-0.002	-0.005	-0.005	-0.003	-0.012	0.004	-0.002	-0.004	0.009	-0.02	0.027	0.029	-0.003	0.002	-0.012	-0.014	-0.007	0.005	-0.003	-0.003	-0.001	-0.008	-0.007	-0.005	0.016	-0.005	-0.004	-0.003	-0.008	0	0.002	-0.002	-0.005	-0.004	-0.009	-0.003	0.021	-0.001	-0.013	-0.019	-0.006	-0.004	-0.001	-0.002	-0.013	-0.005	-0.001	-0.005	-0.004	0.053	-0.004	-0.001	-0.004	-0.004	0.003	-0.008	-0.003	-0.006	0.003	-0.006	0.022	-0.011	-0.003	-0.003	-0.004	0.03	0.002	0.033	0.145	-0.018	-0.005	-0.009	-0.002	-0.007	0.008	-0.003	-0.008	0	0.003	0	0.017	-0.006	0.024	-0.007	-0.007	0.012	-0.011	-0.012	-0.004	-0.002	-0.008	-0.003	-0.011	-0.007	0.001	0	-0.009	0.004	-0.002	-0.002	-0.001	-0.002	0.074	-0.003	-0.003
fertiliser	-0.021	0.003	-0.004	-0.003	-0.004	0.007	-0.004	0.005	-0.009	0.088	-0.004	-0.003	-0.01	-0.003	-0.004	-0.002	-0.003	-0.003	-0.002	-0.005	-0.006	-0.001	0.006	0.001	-0.008	-0.026	-0.003	0.039	-0.005	0.019	-0.009	-0.004	-0.002	-0.002	0.007	0	-0.005	0.001	-0.003	-0.005	0.002	-0.002	-0.002	-0.002	-0.006	-0.013	-0.006	-0.003	-0.003	-0.005	-0.002	-0.001	0	-0.006	0.013	-0.001	-0.002	0.015	-0.001	0.022	-0.003	-0.001	-0.005	0.001	-0.001	-0.002	-0.011	0.023	-0.004	0.015	0.003	-0.002	0.002	-0.003	-0.003	0.017	-0.007	-0.002	-0.002	-0.007	-0.01	0.016	0.007	0.023	-0.009	0.026	0.015	-0.001	-0.004	0.04	-0.002	-0.004	-0.004	-0.003	-0.005	-0.004	0.033	0.016	0	-0.005	-0.004	0.05	0.048	-0.003	-0.003	-0.005	-0.002	0.005	-0.004	-0.002	0.002	-0.004	-0.005	-0.001	-0.001	0	-0.001	-0.003	-0.002	-0.002
cosmetic	-0.018	-0.003	0.003	-0.003	-0.002	-0.008	0	-0.006	-0.007	0.021	-0.005	-0.003	-0.006	-0.002	-0.003	-0.001	-0.003	0.014	-0.002	-0.001	-0.005	-0.001	-0.006	-0.005	-0.01	-0.014	-0.004	-0.002	-0.004	0.067	-0.006	-0.003	-0.002	-0.002	-0.005	0	-0.004	0.001	-0.003	-0.004	-0.002	-0.002	-0.001	-0.004	-0.004	-0.002	-0.005	-0.003	-0.002	-0.005	-0.001	-0.001	0	-0.007	-0.002	0.002	-0.002	-0.002	-0.001	-0.002	-0.003	-0.001	-0.004	-0.002	-0.001	-0.002	-0.009	0.038	-0.003	-0.004	-0.004	-0.001	-0.003	-0.003	-0.004	0.001	-0.006	-0.002	-0.002	-0.005	-0.008	0.06	-0.005	-0.006	-0.005	-0.002	-0.001	-0.001	-0.004	-0.004	-0.002	-0.005	0	-0.008	-0.004	-0.003	-0.003	-0.002	-0.003	-0.004	-0.009	-0.005	-0.002	-0.003	0.002	-0.003	-0.002	0.047	-0.003	0.001	-0.003	-0.005	-0.004	-0.001	-0.001	0	-0.001	-0.003	-0.002	-0.002
jamaica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frozen	0.028	-0.006	-0.004	-0.007	-0.011	-0.008	-0.009	-0.012	-0.015	-0.008	-0.006	-0.003	-0.013	-0.005	-0.009	-0.003	-0.007	-0.006	-0.004	0.001	-0.009	-0.002	-0.011	-0.012	-0.026	0.01	-0.011	0	-0.01	-0.025	-0.018	-0.009	-0.005	-0.004	-0.014	-0.001	-0.01	-0.008	-0.007	0.288	-0.005	-0.005	0.004	0.009	-0.012	-0.032	-0.005	-0.007	-0.006	-0.012	-0.003	-0.003	-0.001	-0.017	0.005	-0.006	-0.005	0.001	-0.002	-0.01	-0.006	-0.002	-0.009	-0.006	-0.003	-0.005	0.169	-0.005	-0.008	0.007	-0.01	-0.004	-0.008	-0.007	-0.003	-0.008	-0.011	-0.004	-0.005	0	-0.022	0.012	-0.012	-0.015	-0.02	0.001	-0.01	-0.003	-0.008	-0.007	-0.002	-0.012	-0.002	-0.017	-0.004	-0.008	-0.007	0.003	-0.009	-0.011	-0.018	-0.017	-0.017	-0.007	-0.006	-0.007	-0.004	-0.015	-0.009	-0.005	0.008	-0.011	-0.011	-0.002	-0.003	-0.001	-0.002	-0.006	-0.004	-0.004
remuneration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
medicament	-0.018	-0.003	0.109	-0.003	-0.001	0.007	-0.004	-0.006	-0.008	-0.003	0.015	-0.003	0	-0.002	-0.003	-0.001	-0.003	0	-0.002	-0.006	-0.006	0.099	-0.007	-0.002	-0.011	-0.002	-0.002	-0.002	-0.001	0.024	-0.007	-0.004	0.078	-0.002	-0.005	0	-0.004	-0.004	0.026	-0.004	0.007	-0.002	0.014	-0.004	-0.003	-0.013	0.017	-0.003	-0.002	-0.005	-0.001	-0.001	0	-0.002	-0.007	0.022	-0.002	0.02	-0.001	0.002	-0.003	-0.001	0.012	0.009	-0.001	-0.002	-0.009	-0.002	-0.002	0.02	-0.004	-0.001	-0.003	-0.003	-0.004	0.006	-0.006	0.006	-0.002	0.008	-0.008	0.039	0.003	-0.006	-0.009	0.004	-0.003	-0.001	-0.004	0.004	-0.002	-0.005	-0.003	-0.009	-0.004	-0.003	-0.003	-0.002	-0.003	-0.005	-0.008	0.012	0.01	0.008	0.006	0.003	-0.002	0.021	-0.004	0.018	-0.003	-0.005	-0.004	-0.001	-0.001	0	-0.001	-0.003	-0.002	-0.002
trafficking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
organised	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
un	-0.025	-0.004	-0.005	-0.004	-0.006	-0.011	0.106	-0.001	0.038	0.024	-0.006	0.008	-0.012	0.003	-0.005	-0.002	0.129	-0.003	-0.002	-0.006	0.003	-0.001	0.036	0	-0.008	-0.017	-0.002	-0.002	0.028	-0.008	0.011	0	-0.003	0.035	-0.002	0	0.008	0.004	0.049	0.003	-0.003	-0.003	-0.002	0.015	0.001	-0.025	-0.006	-0.004	0.007	0.108	-0.002	0.005	0	0.017	-0.016	0.007	-0.003	-0.002	-0.001	-0.001	-0.004	-0.001	0.009	-0.003	-0.002	-0.003	-0.013	-0.003	-0.004	0.001	0.003	-0.002	0.012	-0.002	0.006	-0.006	-0.008	0.002	-0.002	0.012	0.001	-0.012	-0.006	-0.005	-0.006	-0.004	0.018	-0.002	0.006	0.002	-0.002	0.008	-0.005	-0.009	0.001	-0.004	-0.005	0.023	-0.001	-0.006	-0.013	-0.01	0.014	0.056	-0.003	0	0.099	-0.008	0.037	0.001	-0.005	-0.002	-0.004	-0.001	-0.001	0	-0.001	-0.002	0.003	0.009
spirit	-0.003	-0.004	-0.005	-0.004	-0.002	0.065	-0.005	-0.008	-0.001	-0.005	-0.006	-0.002	-0.013	-0.003	-0.005	-0.002	-0.003	-0.004	-0.003	-0.001	-0.008	0.025	-0.009	-0.007	0.046	-0.001	0.007	-0.002	-0.006	-0.018	0.009	-0.005	-0.003	-0.002	-0.004	-0.001	-0.006	-0.004	-0.002	-0.006	-0.004	-0.003	-0.002	-0.006	0.022	-0.008	0.032	-0.004	-0.003	-0.007	-0.002	-0.002	-0.001	-0.007	-0.011	-0.004	-0.003	0.018	-0.001	0.004	-0.004	-0.001	-0.006	0.004	-0.002	-0.003	0.013	-0.003	-0.004	0.022	0	-0.002	-0.005	-0.004	-0.005	-0.006	-0.008	-0.002	-0.003	0.001	-0.011	-0.017	0.005	-0.005	-0.01	-0.004	-0.003	-0.002	-0.005	-0.006	-0.002	0.07	0	-0.013	-0.005	-0.004	0.004	-0.003	-0.005	-0.006	0.021	-0.009	-0.009	-0.004	-0.004	-0.006	-0.002	-0.007	-0.005	-0.003	0.001	-0.007	-0.003	-0.001	-0.002	-0.001	-0.001	-0.004	-0.002	-0.002
pressure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vinification	-0.016	0	-0.005	-0.004	0.003	0.162	0.016	-0.009	-0.003	-0.007	-0.007	-0.004	-0.012	-0.004	-0.005	-0.002	-0.004	-0.004	0.055	-0.005	-0.008	-0.001	-0.01	-0.007	-0.004	0.008	-0.007	-0.003	-0.006	0.002	0.001	-0.005	-0.003	-0.002	0.014	-0.001	-0.006	-0.002	-0.004	-0.006	-0.004	-0.003	-0.002	-0.006	0.005	-0.015	0.015	0.056	-0.004	-0.007	-0.002	-0.002	-0.001	-0.011	-0.015	-0.005	-0.003	-0.005	-0.001	-0.006	-0.003	-0.001	-0.006	-0.003	-0.002	-0.003	-0.001	-0.003	-0.005	0.007	-0.006	0.009	-0.005	-0.004	-0.006	0.035	-0.008	-0.003	-0.003	-0.005	-0.012	-0.003	0.193	-0.003	-0.011	-0.004	-0.007	-0.002	-0.005	-0.006	-0.002	-0.008	-0.005	-0.012	-0.005	0.115	-0.005	-0.003	-0.005	-0.007	0.015	-0.01	-0.009	-0.004	0.004	-0.007	-0.002	-0.009	-0.005	-0.003	-0.005	-0.006	-0.005	-0.001	0.002	-0.001	-0.001	-0.004	-0.002	-0.003
bakery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
